Wavelength,7.5 V,8.0 V,8.5 V,9.0 V,9.5 V,10.0 V,10.5 V,11.0 V,11.5 V,12.0 V
671,0.00000578,0.0000754,0.00018594,0.00030612,0.00043305,0.00055177,0.00068571,0.00079441,0.00091739,0.00102028
672,0.00000562,0.0000744,0.00018195,0.0003006,0.00042452,0.0005392,0.00066156,0.00078539,0.00089214,0.00099581
673,0.00000544,0.0000722,0.00017814,0.00029493,0.00041219,0.00052663,0.00065015,0.00076263,0.00087095,0.00095751
674,0.00000525,0.0000707,0.00017451,0.00028894,0.00039847,0.00051257,0.00063247,0.00074229,0.00085131,0.00093954
675,0.00000526,0.0000694,0.0001713,0.00028085,0.00039988,0.00050596,0.00061544,0.0007337,0.0008459,0.00091028
676,0.00000512,0.000067,0.00016585,0.00027412,0.00038734,0.0004985,0.00060422,0.00071243,0.00081085,0.00090079
677,0.00000494,0.0000655,0.00015988,0.00026339,0.00036844,0.00047596,0.00058142,0.00068055,0.00078677,0.00087732
678,0.00000488,0.0000642,0.00015692,0.00026276,0.00036307,0.00047387,0.00057323,0.00067598,0.00077936,0.00085508
679,0.0000047,0.0000627,0.00015346,0.0002565,0.00035856,0.00046131,0.00055229,0.00065697,0.00075618,0.00081504
680,0.00000458,0.0000603,0.00015028,0.0002462,0.00035087,0.00044916,0.00054186,0.00064784,0.00073552,0.00081399
681,0.00000452,0.0000603,0.00014574,0.00024023,0.00034124,0.00044644,0.00054121,0.00063338,0.00072162,0.00081145
682,0.00000442,0.0000576,0.00014296,0.00023869,0.00032921,0.00043032,0.00051763,0.00060885,0.00070435,0.00078454
683,0.00000437,0.0000578,0.00014127,0.00024054,0.00032477,0.00042236,0.00052004,0.00061331,0.00069555,0.00076088
684,0.00000416,0.0000562,0.00013623,0.00022834,0.00031904,0.00041185,0.00049878,0.00059,0.00067134,0.00076338
685,0.00000417,0.0000548,0.00013924,0.00022752,0.00031737,0.00040924,0.00051045,0.00058105,0.00067915,0.00071692
686,0.00000405,0.0000526,0.0001289,0.0002145,0.00030109,0.00038697,0.00046909,0.00055159,0.0006429,0.00071502
687,0.00000395,0.0000515,0.00012798,0.00021256,0.00030283,0.00038277,0.00047206,0.00055041,0.00064823,0.00069889
688,0.00000381,0.0000495,0.00012563,0.00020362,0.00029144,0.00037777,0.00045759,0.00053236,0.00061722,0.00069357
689,0.00000377,0.0000494,0.00012455,0.00020101,0.00028615,0.00036161,0.00045298,0.00052326,0.0006148,0.00068023
690,0.00000369,0.0000476,0.00012464,0.00020407,0.00028162,0.00035992,0.00045508,0.0005151,0.00061356,0.00065787
691,0.00000349,0.0000469,0.0001159,0.00018654,0.00026538,0.00034587,0.00042309,0.00050582,0.000564,0.00062951
692,0.00000348,0.0000457,0.00011095,0.00018885,0.00026602,0.00033134,0.00040724,0.00046804,0.00056766,0.00060249
693,0.00000334,0.0000443,0.00011019,0.00018267,0.00025221,0.00032445,0.00040319,0.00047212,0.00054062,0.00057663
694,0.00000329,0.0000443,0.00010849,0.00018196,0.00024942,0.00032582,0.00038766,0.00046309,0.00054714,0.00059423
695,0.00000322,0.0000433,0.00010601,0.00017307,0.00024645,0.00030954,0.00039622,0.00046559,0.00054487,0.00057004
696,0.00000312,0.0000413,0.00010333,0.00016847,0.00024318,0.00030861,0.00038046,0.00043984,0.00051081,0.00056167
697,0.00000304,0.00004,0.0000962,0.00016705,0.00023217,0.00029907,0.00035074,0.00042725,0.00049416,0.00055809
698,0.00000299,0.0000396,0.0000991,0.00016324,0.00022758,0.00028484,0.00035787,0.00041654,0.00048775,0.00052558
699,0.0000029,0.0000385,0.0000922,0.00015544,0.00022236,0.00027939,0.00034414,0.00041159,0.00047105,0.0005059
700,0.00000278,0.0000375,0.0000914,0.00015223,0.0002164,0.00027403,0.00034027,0.00039134,0.00045641,0.00050497
701,0.00000273,0.0000372,0.000091,0.00014743,0.00020926,0.00027115,0.000329,0.00038656,0.00044713,0.00048346
702,0.00000263,0.0000353,0.0000857,0.0001467,0.00020571,0.00026558,0.00031663,0.00038301,0.00043461,0.00046705
703,0.00000256,0.0000346,0.0000854,0.00014225,0.00019705,0.00025585,0.0003055,0.000359,0.00042037,0.00046808
704,0.0000025,0.0000335,0.0000796,0.00013441,0.00019446,0.00024342,0.00029274,0.00034992,0.00041427,0.00044645
705,0.00000258,0.0000323,0.000081,0.0001352,0.00018649,0.00024663,0.000292,0.00034358,0.00040078,0.00044153
706,0.00000243,0.0000311,0.0000787,0.00013228,0.00018857,0.0002345,0.00029553,0.0003258,0.00038989,0.00042709
707,0.0000024,0.0000317,0.0000764,0.00012442,0.00017916,0.00022696,0.00026977,0.0003324,0.00037864,0.00043617
708,0.00000228,0.0000301,0.0000761,0.00012432,0.00017522,0.00022587,0.00027693,0.00031753,0.00036409,0.00041863
709,0.00000223,0.0000293,0.0000741,0.00012473,0.0001728,0.00022094,0.00027112,0.00031734,0.0003731,0.00039571
710,0.00000213,0.0000294,0.0000704,0.0001166,0.00016933,0.00021822,0.00026543,0.00030221,0.00033865,0.00039191
711,0.00000212,0.0000281,0.0000706,0.00011331,0.00015953,0.00020997,0.00025773,0.00030248,0.0003537,0.00037795
712,0.00000208,0.0000272,0.0000691,0.00011196,0.00015512,0.00020641,0.00024219,0.00028594,0.00034077,0.00037104
713,0.00000201,0.0000262,0.000066,0.00011186,0.0001513,0.00019727,0.00024886,0.00028609,0.00032972,0.0003479
714,0.00000198,0.0000266,0.000064,0.00010504,0.00014789,0.00018842,0.00023624,0.00027391,0.00030722,0.00035495
715,0.00000189,0.0000257,0.0000629,0.00010598,0.00014776,0.00018566,0.00023762,0.00027175,0.00032512,0.00034351
716,0.00000179,0.0000248,0.0000636,0.00010461,0.00015018,0.00018456,0.00022547,0.00026771,0.00029663,0.00034237
717,0.00000177,0.0000242,0.0000605,0.00010102,0.00013695,0.00018048,0.00021471,0.00026107,0.00029651,0.00031841
718,0.00000174,0.0000236,0.0000589,0.0000966,0.00014012,0.00017297,0.00021573,0.00024374,0.00029237,0.0003192
719,0.00000163,0.0000226,0.0000568,0.0000942,0.00013112,0.00016905,0.0002044,0.00024315,0.00029391,0.00031516
720,0.00000169,0.0000232,0.0000557,0.0000898,0.00012728,0.0001664,0.00020428,0.00024245,0.00027527,0.00031097
721,0.00000159,0.0000222,0.000056,0.0000873,0.00012655,0.0001621,0.00019208,0.00023563,0.00026331,0.00030278
722,0.0000016,0.0000212,0.0000544,0.0000936,0.00012832,0.00016871,0.0001992,0.00023097,0.00027986,0.00027731
723,0.00000155,0.0000209,0.0000523,0.0000854,0.00011765,0.00015152,0.00018208,0.00022407,0.0002517,0.00027479
724,0.00000149,0.0000205,0.0000491,0.0000829,0.00011269,0.00014731,0.00018303,0.00020882,0.00024765,0.00029175
725,0.00000149,0.0000198,0.0000521,0.0000859,0.00011399,0.00015542,0.00018008,0.00021546,0.0002477,0.0002826
726,0.00000146,0.0000199,0.000047,0.0000808,0.00011435,0.00014238,0.00017895,0.00021532,0.00024575,0.0002661
727,0.00000136,0.00002,0.000052,0.000085,0.00011063,0.00014951,0.00017899,0.0002025,0.00024568,0.00024494
728,0.00000136,0.0000175,0.0000436,0.0000724,0.00010601,0.00013855,0.00015829,0.00018151,0.00021763,0.00024165
729,0.00000133,0.0000178,0.0000422,0.0000755,0.00010778,0.00013202,0.00016531,0.00019756,0.00022342,0.00025435
730,0.00000135,0.0000175,0.0000482,0.0000792,0.00011137,0.00013875,0.0001712,0.000197,0.00023637,0.00038503
731,0.00000361,0.0000204,0.0000889,0.00013246,0.00015231,0.00020123,0.00028692,0.00024477,0.00042579,0.00023104
732,0.00000122,0.0000163,0.0000436,0.0000738,0.00010076,0.0001254,0.00015766,0.00018536,0.00021733,0.00024645
733,0.00000112,0.0000165,0.0000393,0.0000688,0.0000935,0.00011647,0.00014623,0.00017007,0.00021009,0.00022377
734,0.00000113,0.0000145,0.0000389,0.000067,0.0000868,0.00011868,0.00014528,0.00016008,0.00019548,0.00020214
735,0.00000103,0.0000146,0.0000379,0.0000618,0.0000882,0.0001161,0.00013914,0.00014575,0.0001881,0.00021363
736,0.00000108,0.0000149,0.0000364,0.0000654,0.000085,0.00011759,0.00014439,0.00017299,0.00018772,0.00020297
737,0.00000103,0.0000144,0.0000365,0.0000579,0.0000857,0.00011096,0.0001381,0.00016185,0.00019616,0.00021714
738,0.00000106,0.0000144,0.0000385,0.0000662,0.0000887,0.00011882,0.00013995,0.0001497,0.00019327,0.00019943
739,0.000001,0.0000144,0.0000349,0.0000543,0.0000787,0.0000995,0.00013455,0.00014678,0.00017456,0.00019519
740,0.00000098,0.0000132,0.0000344,0.0000556,0.000083,0.0001025,0.00012179,0.00014067,0.00015535,0.00017741
741,0.00000095,0.0000142,0.0000323,0.0000545,0.000079,0.00010217,0.00012783,0.00013452,0.00016255,0.00017592
742,0.00000088,0.0000124,0.0000302,0.0000535,0.0000734,0.0000923,0.00011779,0.00013475,0.00016268,0.00017851
743,0.00000091,0.0000123,0.000031,0.0000526,0.0000724,0.0000977,0.00011575,0.00013778,0.00015239,0.00018556
744,0.00000087,0.0000127,0.0000327,0.0000509,0.0000755,0.0000973,0.00011535,0.00013022,0.0001545,0.00016365
745,0.00000091,0.0000121,0.0000316,0.0000496,0.0000729,0.0000955,0.00011106,0.00013053,0.00016243,0.00016575
746,0.00000088,0.0000124,0.0000309,0.000051,0.0000705,0.0000895,0.00011784,0.00012844,0.00015152,0.00016653
747,0.00000089,0.0000122,0.0000292,0.0000466,0.0000665,0.0000856,0.00011063,0.00011968,0.00014115,0.00017273
748,0.00000079,0.0000111,0.0000315,0.0000501,0.0000683,0.0000923,0.00010985,0.00012587,0.00015615,0.000154
749,0.00000082,0.0000106,0.000027,0.0000452,0.0000654,0.00008,0.00010441,0.00012033,0.00014193,0.00015752
750,0.00000078,0.0000105,0.0000287,0.000047,0.0000663,0.0000855,0.0000976,0.00012,0.00015177,0.00016254
751,0.00000071,0.00001,0.0000292,0.0000479,0.000066,0.000087,0.00010728,0.00011224,0.00014552,0.00015952
752,0.00000077,0.0000108,0.0000285,0.0000461,0.0000638,0.0000856,0.00010238,0.00011146,0.00014268,0.00015845
753,0.00000072,0.0000103,0.0000289,0.0000445,0.0000588,0.0000812,0.00010631,0.00011738,0.00013424,0.00014361
754,0.00000069,0.0000101,0.0000259,0.0000419,0.0000603,0.0000746,0.0000975,0.00011122,0.00013002,0.00013636
755,0.00000067,0.00000975,0.0000262,0.0000409,0.0000562,0.0000746,0.0000928,0.00010861,0.00013138,0.00013636
756,0.00000063,0.00000982,0.0000244,0.0000423,0.000061,0.0000741,0.0000938,0.00010649,0.00012017,0.00014154
757,0.00000063,0.00000954,0.0000234,0.0000407,0.0000568,0.0000734,0.0000888,0.00010588,0.00012045,0.00013703
758,0.00000062,0.00000902,0.0000246,0.0000373,0.000058,0.0000722,0.0000954,0.0000957,0.00012628,0.00013227
759,0.00000071,0.00000847,0.0000241,0.0000409,0.0000582,0.0000723,0.0000912,0.0001029,0.00012283,0.00011737
760,0.00000059,0.0000094,0.0000214,0.0000405,0.0000573,0.0000705,0.0000828,0.0000969,0.00010782,0.00012472
761,0.00000065,0.00000948,0.0000252,0.0000381,0.0000547,0.0000636,0.0000839,0.00010118,0.00012333,0.00013156
762,0.00000058,0.00000852,0.0000245,0.0000386,0.0000577,0.0000728,0.0000874,0.0000915,0.00011695,0.00010826
763,0.00000058,0.00000906,0.0000211,0.0000371,0.0000567,0.0000645,0.00008,0.0000923,0.0001119,0.00011294
764,0.00000058,0.00000843,0.0000217,0.0000349,0.00005,0.0000596,0.0000821,0.0000821,0.00011171,0.00013017
765,0.00000057,0.00000731,0.0000234,0.0000383,0.000052,0.0000654,0.0000832,0.0000903,0.00011751,0.00012187
766,0.0000006,0.00000854,0.000024,0.0000393,0.0000508,0.0000708,0.0000799,0.0000954,0.00012498,0.0001273
767,0.00000052,0.00000785,0.0000206,0.0000362,0.0000512,0.0000656,0.0000788,0.0000867,0.00010993,0.00012068
768,0.00000058,0.00000855,0.0000209,0.0000378,0.0000444,0.0000599,0.0000774,0.0000855,0.00010901,0.00010471
769,0.00000045,0.00000743,0.00002,0.0000313,0.0000434,0.000062,0.0000696,0.0000746,0.0000947,0.00010629
770,0.00000045,0.00000727,0.0000194,0.0000336,0.0000476,0.0000578,0.0000713,0.000072,0.0000902,0.00012853
771,0.00000043,0.00000749,0.0000233,0.0000367,0.0000559,0.0000696,0.0000827,0.0000827,0.00013195,0.00010991
772,0.00000049,0.00000752,0.000019,0.0000346,0.0000465,0.0000549,0.0000786,0.000078,0.00010132,0.00011463
773,0.00000046,0.00000721,0.0000212,0.0000346,0.0000471,0.0000627,0.0000702,0.0000801,0.0001044,0.00011106
774,0.00000044,0.00000729,0.0000186,0.0000361,0.0000454,0.0000631,0.0000733,0.0000821,0.00010752,0.00011815
775,0.00000047,0.00000756,0.0000225,0.0000357,0.0000469,0.0000607,0.0000763,0.0000817,0.00010368,0.00011082
776,0.00000045,0.00000786,0.0000208,0.000036,0.0000484,0.0000588,0.0000733,0.0000722,0.00010346,0.0000972
777,0.0000004,0.00000652,0.0000172,0.0000325,0.0000404,0.000054,0.0000618,0.0000724,0.0000932,0.00011843
778,0.00000052,0.00000644,0.0000214,0.0000381,0.0000392,0.0000629,0.0000784,0.0000678,0.00010902,0.00010357
779,0.00000048,0.00000717,0.000017,0.0000299,0.0000424,0.0000489,0.0000632,0.0000664,0.0000737,0.00011195
780,0.00000035,0.00000665,0.0000209,0.0000368,0.0000455,0.0000573,0.0000732,0.000077,0.00011437,0.0003141
781,0.00000001,0.00000874,0.0000787,0.00011795,0.00011374,0.00017427,0.0002437,0.00016986,0.00036523,0.00010266
782,0.00000043,0.00000579,0.0000172,0.0000296,0.0000385,0.0000592,0.0000611,0.0000667,0.0000863,0.0000995
783,0.00000059,0.00000588,0.0000172,0.0000276,0.0000458,0.000044,0.0000735,0.0000688,0.0000936,0.0000775
784,0.00000038,0.00000681,0.000017,0.0000252,0.0000418,0.000054,0.0000635,0.0000641,0.0000751,0.0000928
785,0.00000036,0.0000057,0.0000177,0.0000254,0.0000389,0.0000507,0.0000605,0.0000679,0.0000871,0.0000842
786,0.00000033,0.0000068,0.0000164,0.0000303,0.0000362,0.0000479,0.0000674,0.0000793,0.0000819,0.0000862
787,0.00000034,0.00000629,0.0000171,0.000026,0.0000426,0.0000533,0.0000536,0.0000649,0.0000729,0.00010339
788,0.00000041,0.00000657,0.0000213,0.0000326,0.0000427,0.0000497,0.0000779,0.0000606,0.00010473,0.0000802
789,0.00000039,0.00000525,0.0000182,0.0000238,0.0000359,0.0000447,0.0000563,0.0000575,0.0000797,0.0000818
790,0.00000031,0.00000531,0.0000149,0.0000261,0.0000349,0.0000455,0.0000519,0.0000637,0.0000783,0.0000817
791,0.00000034,0.00000588,0.0000153,0.000025,0.0000412,0.0000439,0.0000593,0.0000628,0.0000857,0.0000992
792,0.00000033,0.00000596,0.0000177,0.0000276,0.0000365,0.0000452,0.0000611,0.0000692,0.0000838,0.0000785
793,0.00000032,0.0000061,0.0000167,0.0000249,0.0000385,0.0000507,0.0000649,0.0000655,0.0000889,0.0000852
794,0.00000032,0.00000523,0.0000158,0.0000226,0.0000353,0.0000401,0.000054,0.0000612,0.00007,0.0000906
795,0.00000058,0.00000605,0.0000143,0.0000258,0.0000364,0.0000391,0.0000534,0.0000504,0.0000846,0.0000712
796,0.00000039,0.00000464,0.0000134,0.0000214,0.0000309,0.000041,0.000045,0.0000624,0.0000748,0.0000979
797,0.00000048,0.00000602,0.0000154,0.0000266,0.000037,0.0000459,0.0000499,0.0000643,0.0000842,0.0000931
798,0.00000035,0.00000585,0.000017,0.0000255,0.0000414,0.0000435,0.000065,0.000052,0.0000783,0.0000666
799,0.00000036,0.0000051,0.0000129,0.0000236,0.0000367,0.0000422,0.0000396,0.0000588,0.0000841,0.0000926
800,0.00000036,0.0000052,0.0000203,0.0000263,0.000039,0.0000569,0.0000655,0.0000574,0.0000837,0.0000696
801,0.00000023,0.0000052,0.0000141,0.0000169,0.0000331,0.0000391,0.0000406,0.0000479,0.0000616,0.0000928
802,0.00000032,0.0000058,0.0000217,0.0000327,0.000048,0.0000533,0.0000831,0.0000811,0.0000922,0.0000896
803,0.0000003,0.0000052,0.0000183,0.0000251,0.0000408,0.0000475,0.000063,0.0000712,0.0000929,0.0000821
804,0.00000044,0.00000466,0.0000117,0.000024,0.0000377,0.0000445,0.0000603,0.0000604,0.0000634,0.0000668
805,0.00000026,0.00000443,0.0000146,0.0000169,0.0000242,0.0000396,0.0000482,0.0000558,0.0000565,0.0000569
806,0.00000027,0.00000506,0.0000111,0.0000174,0.0000371,0.0000453,0.0000575,0.0000507,0.0000688,0.0000791
807,0.00000035,0.00000463,0.0000129,0.0000227,0.0000294,0.0000367,0.0000377,0.0000466,0.0000709,0.0000529
808,0.00000025,0.00000503,0.0000106,0.0000216,0.000028,0.0000412,0.0000408,0.0000467,0.0000533,0.0000635
809,0.00000024,0.00000507,0.0000135,0.0000205,0.0000277,0.0000404,0.0000431,0.0000461,0.0000674,0.0000997
810,0.00000026,0.00000561,0.0000212,0.0000306,0.0000438,0.0000498,0.0000612,0.0000544,0.00010371,0.000073
811,0.00000021,0.00000511,0.000013,0.000017,0.0000409,0.0000412,0.0000438,0.0000492,0.0000759,0.0000837
812,0.00000025,0.00000432,0.0000137,0.0000207,0.0000366,0.0000411,0.0000496,0.0000441,0.0000596,0.0000769
813,0.00000021,0.00000498,0.0000167,0.0000274,0.0000339,0.0000448,0.0000561,0.0000597,0.0000817,0.0000606
814,0.00000027,0.00000357,0.000013,0.0000182,0.0000331,0.0000384,0.000044,0.0000376,0.0000468,0.0000683
815,0.00000028,0.00000502,0.000012,0.0000225,0.0000275,0.0000356,0.0000445,0.0000475,0.0000615,0.0000539
816,0.00000014,0.00000531,0.0000109,0.000022,0.0000256,0.0000313,0.0000423,0.0000567,0.0000571,0.0000744
817,0.00000029,0.00000474,0.0000184,0.0000261,0.000037,0.0000526,0.000064,0.0000526,0.0000711,0.0000773
818,0.00000019,0.00000513,0.0000149,0.000022,0.0000303,0.0000443,0.000059,0.0000583,0.0000774,0.0000846
819,0.00000021,0.00000417,0.0000137,0.000021,0.0000283,0.0000466,0.0000545,0.0000375,0.000072,0.0000841
820,0.00000023,0.00000433,0.0000146,0.0000275,0.0000301,0.000049,0.0000467,0.0000588,0.0000802,0.0000801
821,0.00000027,0.0000061,0.0000138,0.0000224,0.0000337,0.0000332,0.0000479,0.0000469,0.0000772,0.0000762
822,0.00000035,0.00000378,0.0000147,0.000019,0.0000265,0.0000354,0.0000472,0.0000495,0.0000656,0.0000837
823,0.00000033,0.00000446,0.0000147,0.0000245,0.0000326,0.0000416,0.00006,0.0000609,0.0000813,0.0000766
824,0.00000014,0.00000466,0.0000159,0.000025,0.0000341,0.0000372,0.0000561,0.00005,0.0000999,0.0000788
825,0.00000023,0.00000533,0.0000168,0.0000251,0.00003,0.0000375,0.0000665,0.0000568,0.0000744,0.0000428
826,0.00000027,0.0000027,0.0000157,0.0000204,0.0000241,0.0000431,0.0000496,0.0000491,0.0000755,0.0000658
827,0.00000015,0.00000288,0.00000755,0.0000221,0.0000304,0.0000285,0.0000514,0.0000563,0.0000393,0.0000636
828,0.00000016,0.00000471,0.00000856,0.0000153,0.0000366,0.0000387,0.00005,0.0000398,0.0000521,0.0000691
829,0.00000026,0.00000484,0.0000167,0.0000205,0.0000319,0.0000431,0.0000561,0.0000553,0.0000828,0.0000768
830,0.00000031,0.00000363,0.0000157,0.0000232,0.0000339,0.000038,0.0000501,0.0000539,0.0000727,0.000087
831,0.00000024,0.00000553,0.0000137,0.0000277,0.0000375,0.0000428,0.0000529,0.0000629,0.0000784,0.0000766
832,0.00000022,0.00000588,0.0000161,0.0000233,0.0000443,0.0000441,0.000061,0.0000624,0.0000855,0.0000657
833,0.00000014,0.0000036,0.0000152,0.000028,0.0000363,0.0000435,0.0000553,0.0000515,0.000085,0.0000877
834,0.00000029,0.00000519,0.0000155,0.0000267,0.0000346,0.0000493,0.000056,0.0000337,0.0000817,0.000081
835,0.00000008,0.00000589,0.0000141,0.0000236,0.0000365,0.0000409,0.0000541,0.0000518,0.0000887,0.0000885
